2	0
3	1
5	2
15	3
17	4
19	5
20	6
26	7
27	8
32	9
39	10
42	11
43	12
45	13
47	14
50	15
55	16
56	17
57	18
61	19
64	20
74	21
77	22
81	23
82	24
86	25
87	26
90	27
93	28
96	29
103	30
106	31
109	32
110	33
112	34
115	35
119	36
120	37
121	38
123	39
129	40
132	41
147	42
150	43
151	44
152	45
154	46
158	47
165	48
169	49
177	50
187	51
188	52
191	53
192	54
194	55
195	56
197	57
199	58
204	59
205	60
212	61
214	62
216	63
219	64
220	65
222	66
223	67
224	68
225	69
226	70
232	71
240	72
242	73
243	74
246	75
247	76
250	77
251	78
258	79
277	80
279	81
281	82
284	83
290	84
294	85
298	86
303	87
313	88
319	89
320	90
328	91
329	92
331	93
332	94
341	95
342	96
349	97
355	98
357	99
366	100
368	101
373	102
378	103
389	104
394	105
399	106
401	107
403	108
406	109
414	110
415	111
418	112
427	113
441	114
442	115
443	116
446	117
448	118
451	119
455	120
456	121
457	122
459	123
460	124
462	125
477	126
478	127
479	128
480	129
481	130
489	131
490	132
495	133
505	134
507	135
513	136
518	137
523	138
524	139
526	140
534	141
535	142
536	143
540	144
543	145
550	146
551	147
553	148
554	149
555	150
556	151
559	152
564	153
565	154
578	155
583	156
584	157
591	158
597	159
599	160
612	161
615	162
616	163
619	164
623	165
626	166
630	167
638	168
656	169
657	170
658	171
664	172
676	173
679	174
681	175
684	176
697	177
707	178
710	179
724	180
729	181
731	182
732	183
738	184
744	185
745	186
746	187
764	188
766	189
768	190
770	191
772	192
781	193
782	194
784	195
786	196
788	197
795	198
796	199
797	200
807	201
815	202
816	203
821	204
823	205
824	206
825	207
829	208
834	209
837	210
839	211
856	212
858	213
866	214
872	215
873	216
874	217
882	218
886	219
894	220
901	221
903	222
904	223
917	224
927	225
932	226
940	227
941	228
944	229
946	230
952	231
956	232
966	233
973	234
977	235
980	236
981	237
987	238
990	239
994	240
998	241
1008	242
1013	243
1015	244
1018	245
1020	246
1021	247
1026	248
1035	249
1037	250
1038	251
1048	252
1071	253
1077	254
1086	255
1087	256
1094	257
1108	258
1114	259
1119	260
1122	261
1125	262
1129	263
1135	264
1136	265
1146	266
1151	267
1153	268
1159	269
1168	270
1172	271
1181	272
1183	273
1191	274
1194	275
1197	276
1202	277
1208	278
1212	279
1217	280
1225	281
1226	282
1227	283
1233	284
1237	285
1242	286
1245	287
1247	288
1249	289
1267	290
1270	291
1273	292
1279	293
1282	294
1284	295
1285	296
1290	297
1291	298
1293	299
1294	300
1299	301
1312	302
1315	303
1316	304
1322	305
1324	306
1327	307
1331	308
1334	309
1336	310
1340	311
1353	312
1358	313
1370	314
1372	315
1376	316
1383	317
1384	318
1388	319
1397	320
1398	321
1399	322
1406	323
1413	324
1418	325
1422	326
1430	327
1434	328
1437	329
1441	330
1450	331
1452	332
1463	333
1466	334
1468	335
1488	336
1497	337
1504	338
1513	339
1523	340
1527	341
1529	342
1533	343
1535	344
1546	345
1547	346
1549	347
1560	348
1571	349
1572	350
1573	351
1574	352
1576	353
1578	354
1585	355
1595	356
1599	357
1617	358
1627	359
1628	360
1631	361
1644	362
1647	363
1652	364
1659	365
1663	366
1664	367
1668	368
1670	369
1675	370
1679	371
1680	372
1684	373
1694	374
1705	375
1732	376
1742	377
1747	378
1749	379
1752	380
1762	381
1770	382
1789	383
1795	384
1796	385
1810	386
1812	387
1814	388
1817	389
1827	390
1837	391
1844	392
1846	393
1853	394
1854	395
1855	396
1857	397
1861	398
1868	399
1870	400
1871	401
1873	402
1876	403
1881	404
1882	405
1887	406
1899	407
1902	408
1904	409
1913	410
1934	411
1935	412
1942	413
1947	414
1977	415
1978	416
2000	417
2007	418
2009	419
2010	420
2014	421
2016	422
2019	423
2023	424
2025	425
2037	426
2046	427
2050	428
2075	429
2076	430
2084	431
2085	432
2090	433
2095	434
2101	435
2102	436
2103	437
2104	438
2105	439
2117	440
2118	441
2128	442
2129	443
2130	444
2143	445
2146	446
2149	447
2155	448
2157	449
2172	450
2188	451
2189	452
2201	453
2216	454
2218	455
2222	456
2243	457
2244	458
2269	459
2270	460
2271	461
2280	462
2284	463
2287	464
2288	465
2294	466
2301	467
2332	468
2335	469
2336	470
2351	471
2354	472
2357	473
2363	474
2364	475
2365	476
2375	477
2376	478
2414	479
2415	480
2419	481
2420	482
2426	483
2441	484
2452	485
2453	486
2474	487
2478	488
2481	489
2482	490
2485	491
2491	492
2492	493
2499	494
2500	495
2502	496
2516	497
2517	498
2524	499
2525	500
2526	501
2553	502
2554	503
2558	504
2566	505
2574	506
2575	507
2583	508
2584	509
2593	510
2603	511
2605	512
2616	513
2627	514
2629	515
2639	516
2650	517
2655	518
2670	519
2672	520
2686	521
2692	522
2694	523
2715	524
2724	525
2737	526
2742	527
2757	528
2764	529
2766	530
2769	531
2771	532
2772	533
2819	534
2821	535
2832	536
2854	537
2860	538
2871	539
2879	540
2913	541
2920	542
2930	543
2942	544
2948	545
2949	546
2952	547
2954	548
3014	549
3022	550
3023	551
3040	552
3041	553
3051	554
3053	555
3073	556
3076	557
3102	558
3111	559
3112	560
3121	561
3128	562
3138	563
3139	564
3151	565
3156	566
3167	567
3170	568
3184	569
3196	570
3205	571
3206	572
3214	573
3219	574
3220	575
3221	576
3223	577
3226	578
3230	579
3243	580
3247	581
3255	582
3256	583
3265	584
3283	585
3287	586
3296	587
3298	588
3303	589
3305	590
3315	591
3350	592
3352	593
3355	594
3372	595
3375	596
3378	597
3382	598
3392	599
3393	600
3400	601
3422	602
3429	603
3430	604
3431	605
3472	606
3514	607
3515	608
3524	609
3525	610
3555	611
3565	612
3592	613
3616	614
3617	615
3618	616
3622	617
3625	618
3628	619
3646	620
3658	621
3677	622
3679	623
3680	624
3704	625
3709	626
3710	627
3722	628
3724	629
3736	630
3748	631
3752	632
3753	633
3754	634
3778	635
3784	636
3792	637
3799	638
3804	639
3814	640
3830	641
3832	642
3840	643
3852	644
3854	645
3883	646
3891	647
3896	648
3899	649
3905	650
3935	651
3946	652
3954	653
3963	654
3965	655
3967	656
3977	657
3987	658
3988	659
3991	660
4005	661
4012	662
4041	663
4048	664
4052	665
4053	666
4054	667
4059	668
4061	669
4062	670
4066	671
4080	672
4088	673
4091	674
4097	675
4101	676
4107	677
4109	678
4127	679
4130	680
4143	681
4148	682
4149	683
4157	684
4168	685
4180	686
4192	687
4210	688
4218	689
4227	690
4228	691
4232	692
4246	693
4247	694
4250	695
4251	696
4272	697
4277	698
4283	699
4286	700
4297	701
4308	702
4309	703
4314	704
4349	705
4356	706
4377	707
4387	708
4392	709
4395	710
4414	711
4429	712
4445	713
4450	714
4451	715
4462	716
4475	717
4477	718
4481	719
4486	720
4497	721
4506	722
4514	723
4517	724
4527	725
4553	726
4557	727
4565	728
4573	729
4574	730
4576	731
4581	732
4590	733
4599	734
4602	735
4609	736
4611	737
4615	738
4638	739
4640	740
4649	741
4652	742
4653	743
4669	744
4685	745
4692	746
4693	747
4702	748
4705	749
4706	750
4713	751
4724	752
4754	753
4773	754
4774	755
4783	756
4792	757
4805	758
4815	759
4817	760
4821	761
4822	762
4825	763
4828	764
4833	765
4855	766
4858	767
4861	768
4862	769
4873	770
4879	771
4884	772
4909	773
4912	774
4926	775
4966	776
4979	777
4981	778
4982	779
4990	780
4991	781
5002	782
5003	783
5008	784
5009	785
5012	786
5019	787
5022	788
5033	789
5038	790
5039	791
5040	792
5041	793
5042	794
5044	795
5047	796
5058	797
5066	798
5079	799
5088	800
5107	801
5109	802
5116	803
5121	804
5124	805
5136	806
5143	807
5148	808
5151	809
5184	810
5185	811
5243	812
5248	813
5249	814
5250	815
5253	816
5268	817
5277	818
5291	819
5295	820
5304	821
5332	822
5340	823
5352	824
5361	825
5365	826
5386	827
5407	828
5424	829
5432	830
5433	831
5440	832
5445	833
5449	834
5457	835
5468	836
5493	837
5494	838
5503	839
5510	840
5515	841
5530	842
5531	843
5536	844
5543	845
5545	846
5561	847
5573	848
5575	849
5578	850
5623	851
5632	852
5656	853
5668	854
5679	855
5701	856
5702	857
5719	858
5738	859
5743	860
5766	861
5793	862
5796	863
5798	864
5802	865
5806	866
5808	867
5819	868
5820	869
5834	870
5836	871
5863	872
5865	873
5867	874
5874	875
5897	876
5911	877
5927	878
5932	879
5935	880
5942	881
5972	882
5981	883
5988	884
6002	885
6015	886
6016	887
6028	888
6030	889
6031	890
6053	891
6054	892
6055	893
6062	894
6066	895
6078	896
6079	897
6091	898
6108	899
6112	900
