e60957f9-56fd-49f1-823f-e8d15f2b0eec	0
87225a21-c925-41cd-852f-be4b052d0824	1
7ad2826f-0a07-4c72-bb8f-6a4826ef71df	2
f3e2a7d9-c6bb-4848-95e5-04c0a1e2f511	3
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432	4
46e8a8ee-d2cd-4165-9725-02f72d0027a9	5
410c9baf-5469-44f6-9852-826524b80c61	6
f9114439-1662-4415-b761-05a4170c9579	7
8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b	8
8bfac288-ccc5-448d-9573-c33ea2aa5c30	9
bff058e5-7c3c-486b-923c-e21d0562ae2f	10
3abc3eb1-7318-41d2-a52b-cbe14a14d8a0	11
abee98f6-5239-4abf-bbe6-e1e2815a0dd6	12
849db3f8-0c48-4a30-bba6-07bdc693c551	13
95b70687-5d54-4caf-9c3d-49aedcbdbe50	14
f4ec402a-fb08-4c49-953a-911b5985077d	15
b4a666f0-f0e4-4252-a549-1b3957e9782b	16
6b77d8ef-c405-4846-9d5f-2b93e6533101	17
42edf21b-2dda-4382-aa6b-49b6483bcf73	18
20587005-7a2a-4b96-8f34-bc643bc4b60a	19
4d86ad4e-28d8-4e9f-8cf4-735c57060fdc	20
92205d28-0090-4a64-8fa9-592e366d2cbb	21
6ba4e4b2-4587-47f7-8fe9-ec4eb172d5e7	22
f053ae01-dae6-4aae-9883-e8c279fdbef4	23
58368691-5b44-45d8-b617-47a7633f5e30	24
ec6b11b5-d6a6-4c77-af55-8076a160cc94	25
e11051f9-0098-41aa-9edb-8dacd8f1c6b5	26
8a9ac1cb-faae-434e-8d60-b139a3707dfc	27
4fafdd2b-4cd0-4cc7-a338-cd94cfceeea4	28
252c9f8a-be04-4146-b73e-a24696b2f5ed	29
42170037-440a-42f8-b5e3-af096e3784d0	30
6be2828f-6c0d-4059-99d4-fa18acf1a296	31
beff21d3-88c7-4ee0-8b7a-40b6db22c6d7	32
15388d42-9197-4ca1-9ffe-240f763b84cb	33
ab2241c7-ff64-4b52-90d8-4a7b0517d47c	34
c707b37e-cb5c-4694-be4d-46beefcb2475	35
2b87e134-b4a3-48d8-afac-9501d4c6e931	36
f08fd83f-3546-4756-9cbf-3a9fcf744e81	37
f22942a1-6f70-4f48-866e-238cb2308fbd	38
df765d93-621c-437f-99fe-fda9e135f89a	39
27613b78-1b9d-4ec3-9db5-fa0743465fdd	40
d60315b1-e2f8-4c61-8930-c269b03b57bf	41
225775a6-0b27-471a-9f91-2be4aa8f8b84	42
59479c29-54ce-429d-9ef8-b7005cd1b6be	43
250504d4-eca1-4b23-bea6-db1dc7d2eaf9	44
ac69016f-42cc-4322-b70e-101458b769aa	45
68fb131b-858d-4b7f-93b8-5b1924908421	46
55a8b485-1cbf-47ee-ae15-d106200fafe8	47
4f8a0d9b-5777-40da-b29a-e9753d5ae693	48
7b52603c-a84c-4a76-8dc8-899bb4dd9fa7	49
477d1c52-3100-4493-a049-473d8f183e23	50
9030ae90-4db2-4a9c-aa08-01cf17a86b58	51
9ddce51c-2b75-4b3e-ac8c-1db09e7c89c6	52
39ab1aed-75e0-4140-bd47-540276886b60	53
3f6ae36d-ffdb-40cf-98e6-8023cb1c41c9	54
ae8e50f7-acd1-424b-8295-2c036b30d809	55
321531fc-db73-4ffa-a959-61a61a2908c1	56
852cc178-8678-4e98-a34b-6a319dc00c8c	57
e5b5b78b-811b-4bfb-a463-116e5f4c3114	58
6b21d6fd-4cec-479e-a1d4-a71b0f7ed6d4	59
0daf1c34-212a-442f-905d-c44f2adcc020	60
cf103c39-b85b-4fbd-805b-ab3076ef0e11	61
d14b3769-5d33-4085-8f76-88663e7e897f	62
fc7376fe-1a6f-4414-b4a7-83f50ed59c92	63
